university,program,description,link
Queen's University,BA in Global Development Studies,"Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4356
Queen's University,BA in Environmental Studies,"In the Environmental Studies program, you will acquire an appreciation of the scope and complexity of environmental systems, expertise in a related discipline and the ability to deal with the socio-economic dimensions of an issue. Further studies in the arts will complement and fill out your understanding of today's environment in a changing world.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4357
Queen's University,BA in Art History,"Through illustrated lectures, seminar presentations and discussion in front of original art works, students of art history learn to interpret art and architecture as both historical and contemporary phenomena in Western culture. Students, starting in the introductory course, learn a variety of approaches. Art works are studied with reference to the subject matter and meaning of their imagery, their materials and techniques and the societies and individuals that produced and collected them. Each May, the Department offers a month-long course in Venice.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4358
Queen's University,BA in Health Studies,"For the public health care system in Canada to function effectively, both the social and physical determinants of health at the individual and societal level need to be understood in the context of health education, health policy, community health and epidemiology. The Health Studies program teaches core competencies in health processes (e.g. implementation of programs and policies), health content (e.g. nutrition, sexuality) and supporting knowledge and concepts fundamental to the evaluation of health (e.g. behaviour, lifestyle choices).
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4359
Queen's University,Bachelor of Computing (BCmpH) (Honours) in Cognitive Science,"Cognitive science is the ultimate next level in the computing revolution. In the cognitive science program, you will acquire a multidisciplinary knowledge base that draws from the principles of psychology, philosophy, linguistics, neuroscience, artificial intelligence and computing. By applying knowledge of human intelligence, it aims to create computers capable of not only performing complex tasks, but of thinking complex thoughts.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4360
Queen's University,Bachelor of Computing (BCmpH) (Honours),"Computers permeate our society, finding application in areas including medicine, economics, the social sciences and engineering. The School offers a range of courses and degree programs, to serve the needs of students with either major or minor interest in computer science. Both theoretical and practical aspects of computer science are explored. An undergraduate has the opportunity to take courses in areas such as artificial intelligence, computer architecture, data bases, human-computer interfaces, medical informatics, graphics and software engineering. Many of these courses are taught by world experts in the field. Students are prepared for work in industry, or for advanced study in areas such as computer vision, parallel computing and robotics.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4361
Queen's University,Bachelor of Computing (BCmp),"Computers permeate our society, finding application in areas including medicine, economics, the social sciences and engineering. The School offers a range of courses and degree programs, to serve the needs of students with either major or minor interest in computer science. Both theoretical and practical aspects of computer science are explored. An undergraduate has the opportunity to take courses in areas such as artificial intelligence, computer architecture, data bases, human-computer interfaces, medical informatics, graphics and software engineering. Many of these courses are taught by world experts in the field. Students are prepared for work in industry, or for advanced study in areas such as computer vision, parallel computing and robotics.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4362
Queen's University,Bachelor of Computing (BCmpH) Honours in Software Design,"Software design is the art and science of computer software design, architecture, analysis and evolution. What you'll learn as a software design student is a strong foundation in the mathematics of formal methods and technologies, along with multidisciplinary knowledge drawn from engineering and commerce. You will study topics such as database management, software engineering and software requirements. Courses emphasize teamwork and the latest software development methods such as Extreme Programming, culminating in a year-long IT project where you put your software skills and entrepreneurial know-how to the test by building a system for a real client.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4363
Queen's University,BA (Honours) in Art History,"Through illustrated lectures, seminar presentations and discussion in front of original art works, students of art history learn to interpret art and architecture as both historical and contemporary phenomena in Western culture. Students, starting in the introductory course, learn a variety of approaches. Art works are studied with reference to the subject matter and meaning of their imagery, their materials and techniques and the societies and individuals that produced and collected them. Each May, the Department offers a month-long course in Venice.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4366
Queen's University,BA (Honours) in English Language and Literature,"The Department of English Literature and Creative Writing at Queen's offer wide historical coverage of literary traditions from Old English to contemporary writing. While emphasizing British literature, our curriculum also includes courses on Canadian, American and Post-colonial writing. Courses on topics such as Women's Writing, Children's Literature, Fantasy and the History of the English Language cut across national and historical divisions.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4367
Queen's University,BA (Honours) in French Studies,"At Queen's you can choose from a variety of courses dealing with oral and written French, literature and culture of France, Quebec and francophone countries, linguistics and business French. You will have opportunities to study or work in a francophone context either in Quebec or Europe, through academic exchanges, work/study programs and internships.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4368
Queen's University,BA (Honours) in Geography,"Queen's geography is recognized internationally for three broad areas of specialization: urban and economic geography; social, historical and cultural geography; and earth system science. As a geography student at Queen's, you will be able to explore these areas and study subjects, including the geographies of health and health care, the politics of urban development and planning, climate change, nutrient and water cycles and themes of social class, ethnicity, racism, gender and age. Students are also provided with a rigorous training in qualitative and quantitative research methods, remote sensing and geographic information systems.
NOTE: Admission to this program/plan is currently suspended.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4369
Queen's University,BA (Honours) in Health Studies,"For the public health care system in Canada to function effectively, both the social and physical determinants of health at the individual and societal level need to be understood in the context of health education, health policy, community health and epidemiology. The Health Studies program teaches core competencies in health processes (e.g. implementation of programs and policies), health content (e.g. nutrition, sexuality) and supporting knowledge and concepts fundamental to the evaluation of health (e.g. behaviour, lifestyle choices).
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4370
Queen's University,BA in Jewish Studies,"Jewish civilization has a recorded history of 4,000 years. With texts spanning from the Hebrew Scriptures to post-modern writing, Jewish literature can be found in many languages. While located in many civilizations, Jews have been most intimately involved with those of the West and the Middle East. Studying Jews and Judaism in these contexts provides students with insight into the complexities of culture and identity. A minor in Jewish studies well complements many majors in the humanities and enhances concentrations in the sciences.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4372
Queen's University,BA in Spanish and Latin American Studies,"A Minor Plan in Spanish Latin American Studies allows students to obtain an intermediate Spanish language proficiency, take survey courses on Spanish Latin America, and choose from a variety of literature and culture courses on Latin America, including selected courses from a variety of departments which have Latin American Content.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4373
Queen's University,BA (Honours) in Classics and Archaeology,"Classics and Archaeology is the study of ancient cultures - primarily Greek and Roman - around the Mediterranean basin. You will examine all aspects of these civilizations, their languages and literature, history, religion, myth, philosophy, art and archaeology. Through comparison to the early, formative periods of our civilization, Classics and Archaeology can lead to a wider appreciation of our human values and achievements and a more objective understanding of ourselves and our times. The logical, intellectual and linguistic skills developed in a Classics and Archaeology concentration provide a preparation for a wide variety of career paths, from business to academia, from teaching to archaeology, art conservation and law. Employers may train you for a job -- but they certainly look for good writing, independent thinking and judgment. For archaeology in particular, students have the opportunity to participate in exciting excavations around the Mediterranean basin and the Near East.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4374
Queen's University,BA (Honours) in Computing and the Creative Arts,"Computing and the Creative Arts is an exciting multi-disciplinary program for students interested in both Computing and the Arts. You will learn how to direct, develop and use cutting-edge computer software programs for Music, Art, Drama, and Film production. As part of this offering, you will acquire the technical expertise to design and develop new applications and take full advantage of future trends in digital technology. You will get the theoretical and historical background necessary to make critical judgments about new approaches to artistic expression and practical knowledge of the challenges faced by creative artists in a digital age.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4375
Queen's University,BA (Honours) in Drama,"At Queen's you can balance the study of theatre from theoretical and practical perspectives. Presentations and workshops by guest artists and scholars as well as student participation in main stage and studio productions for the public bring breadth and depth to Drama programs. For students interested in collaboration between the fields of Drama and Film and Media, there is a specialization in Media and Performance Production.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4376
Queen's University,BA (Honours) in Economics,"At Queen's you have the opportunity to explore many aspects of economics, with an emphasis on the modern principles used to analyze contemporary economic problems. You will learn how to apply economic theories to issues that form an integral part of our lives: public finance, international relations, natural resources and the environment, business cycles, labour markets and the economic systems of other countries. Students can also choose a concentration in Applied Economics. Note that all Economics programs include a course in Differential and Integral Calculus, so students should ensure that they have the appropriate prerequisite.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4377
Queen's University,BA (Honours) in Film and Media,"In the Film and Media program at Queen's, you will examine modern forms of film, video, television and emerging varieties of digital culture. You will study the forces that have shaped film and media communication, explore the history and theory of film production and engage directly in the production of film and video. For students interested in collaboration between the fields of drama and film, there is a specialization in Media and Performance Production.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4378
Queen's University,BA (Honours) in Gender Studies,"The Gender Studies Department at Queen's offers an interdisciplinary approach to studies of women and gender as well as class, race, ethnicity, sexuality, ability, globalization and environments. We draw on human experiences, histories, cultures, economies and politics to critically analyze power, knowledge, difference and inequalities. The Department also administers a Certificate Program in Sexual and Gender Diversity.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4379
Queen's University,BA in Geological Sciences,"As a Queen's University Geological Sciences student, you will unravel the complex processes of the Earth. Many courses involve laboratory and field work with students working in small groups; senior courses include several extended field trips. Studies in Geological Sciences can be complemented with courses in Environmental Sciences, Biology, Geography, Physics, or Chemistry.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4380
Queen's University,BA (Honours) in Global Development Studies,"Global Development Studies is an interdisciplinary program that explores issues of relevance to developing countries and aboriginal communities. Courses offered cover such issues as human rights, social policy, sexual health, trade relations and literature. You can also take part in a work-study program that has seen students travel to such destinations as Bangladesh, Bolivia, South Africa, Uganda and Zanzibar.
NOTE: Admission to the online/distance version of this program/plan is currently suspended.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4381
Queen's University,BA (Honours) in History,"Learning about the past helps us learn how to understand our own heritage and to unravel the complexities of an increasingly interdependent world. The History program at Queen's will provide you with a sophisticated introduction to a variety of approaches to the past and help to refine your analysis, discussion, research and writing skills. You can explore diverse areas including the Crusades, slavery and race relations. Native history in the Americas, the Russian Revolution, 20th century Canadian unity, the economic development of Africa and the perception and treatment of women in North America, just to name a few.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4382
Queen's University,BA (Honours) in Linguistics,"The scientific study of human language and linguistics explores the structure of language and how it is acquired, as well as how languages function at the physiological and psychological levels. In the linguistics programs at Queen's, you will become skilled in analyzing language use and in grasping the underlying patterns. Through studying languages other than English, you will understand the commonalities and diversity of language. Our special field concentration brings together linguistics and language courses, as well as courses in several related disciplines, including Computing, Philosophy, Psychology and Sociology.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4383
Queen's University,BA (Honours) in Music,"At the Dan School of Drama and Music, you will have the opportunity to study various types of music from world music to classical, jazz, folk and popular music. For those who want to integrate the study of music into a broad academic education in the sciences or humanities, we offer Bachelor of Arts in Music degree programs. In these programs you can combine Arts and Science disciplines with music studies, including private instrumental or vocal instruction and participation in the School's ensembles.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4384
Queen's University,BA (Honours) in Philosophy,"The philosophy program at Queen's seeks to provide you with critical thinking skills, enabling you to uncover hidden assumptions, identify core premises and evaluate arguments. As well, you will gain an understanding of the important ideas and thinkers in the discipline. Courses range from historical to contemporary, from broad topical investigations to problem-based inquiries.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4385
Queen's University,BA (Honours) in Political Studies,"The Department of Political Studies at Queen's offers a full curriculum in all areas of political sciences, designed to take you on different and exciting intellectual journeys. You might explore the foundations of early democratic thought, examine integration in the European Union, study how states make the transition to democracy, or explore the impact of welfare reforms on single parents. You will develop critical thinking and writing skills, which are not only useful for a variety of pursuits after graduation, but crucial for citizenship in a democracy.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4386
Queen's University,BA (Honours) in Religious Studies,"At Queen's students develop the tools they need to critically analyze how religion impacts modern cultures and historical movements while engaging with a variety of religious traditions such as Hinduism, Islam, Daoism, Christianity, Buddhism, and Judaism. Students in Religious Studies courses learn how to investigate and assess the impact of religion in today's world, critically examine complex ideas, and express their own points of view clearly and effectively.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4387
Queen's University,BA (Honours) in Sociology,"In Queen's sociology program, you will consider theories about how societies work, learn methodologies to investigate what is happening and explore substantive areas such as gender and racism, socio-legal studies, criminology and communication and information technologies. We place a major emphasis on how to study a broad range of social processes, from childbirth to aging and from community groups to world power blocs.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4388
Queen's University,BA in World Language Studies,"World language studies provides students with communication skills in at least two languages other than English, choosing from among the thirteen languages offered at Queen's. The planet is becoming ever smaller, and globalization is affecting how people live and work. As such, knowledge of multiple languages is a tremendous asset, paving the way for an international career, providing valuable insight into cultural difference, and preparing students for a global future.
Solving the world’s greatest challenges.
Queen’s University in Canada has a long history of scholarship, discovery, and innovation that has shaped our collective knowledge and helped address some of the world’s most pressing concerns. Home to more than 25,000 students, the university offers a comprehensive research-intensive environment with prominent strengths in physics, cancer research, geoengineering, data analytics, art conservation, and mental health research.
Welcoming and supporting students from all countries and backgrounds to a vibrant, safe, and supportive community is an important part of the Queen’s experience. Diverse perspectives and a wealth of experience enrich our campus and our community. A core part of our mission is to engage our students, staff, and faculty in international learning and research, both at home and abroad....
",https://universitystudy.ca/program/4389
